practice_name,address,city,state,zip,medicare_date,phone_number
EVERGREEN TREATMENT SERVICES,6700 MARTIN WAY E,Olympia,Washington,98516-5586,1/1/2020,3604136910
BEHAVIORAL AWARENESS CENTER INC,2002 W ANKLAM RD,Tucson,Arizona,85745-2148,1/1/2020,5206299126
MEDMARK TREATMENT CENTERS OF TEXAS,5201 MCCART AVE STE H,Fort Worth,Texas,76115-3700,6/16/2020,8172078700
IRON RECOVERY AND WELLNESS CENTER,132 PERRY ST,Trenton,New Jersey,08618-3968,3/1/2020,6093948988x7180
"METRO TREATMENT OF MAINE, LP",659 HOGAN RD,Bangor,Maine,04401-3626,1/1/2020,2079730400
WESTERN PACIFIC RE-HAB,4544 SAN FERNANDO RD,Glendale,California,91204-5015,1/1/2020,8182408843
ABLE RECOVERY 1 LLC,4901 S PENNSYLVANIA AVE,Oklahoma City,Oklahoma,73119-4945,3/5/2021,4056054005
CRC HEALTH TREATMENT CLINICS LLC,"6639 SOUTHPOINT PKWY, STE 108",Jacksonville,Florida,32216-8042,1/1/2020,9044387640
WEST TEXAS COUNSELING AND REHABILIT,2848 W KINGSLEY RD STE B,Garland,Texas,75041-2458,1/1/2020,9728401431
TRI-STATE TREATMENT,1236 HIGHWAY 299,Wildwood,Georgia,30757-4003,1/4/2020,4234280045
"PREMIER CARE OF WISCONSIN, LLC.",2814 S 108TH ST,West Allis,Wisconsin,53227-3224,1/1/2020,4148853525
COMMUNITY MEDICAL SERVICES ARIZONA-,6802 E BROADWAY BLVD,Tucson,Arizona,85710-2809,1/1/2020,5203141400
ALLIANCE WELLNESS CLINIC INC,8040 OLD CEDAR AVE S,Bloomington,Minnesota,55425-1205,3/1/2020,9526930080
ALT RECOVERY GROUP 2 LLC,20946 DEVONSHIRE ST,Chatsworth,California,91311-8270,1/1/2020,8186268053
SACRED HEART REHAB CTR INC,248 FERRY LN,Saint Ignace,Michigan,49781-1828,1/1/2020,9069842080
CFSATC INC,1825 JESS PARRISH CT,Titusville,Florida,32796-2104,1/1/2020,3215674460
ADDICTION RESEARCH AND TREATMENT IN,1111 MARKET ST,San Francisco,California,94103-1509,1/1/2020,4158633883
WESTERN PACIFIC MED-CORP,11902 ROSECRANS AVE,Norwalk,California,90650-4197,1/1/2020,5629297188
AEGIS TREATMENT CENTERS LLC,1018 21ST ST,Bakersfield,California,93301-4709,1/1/2020,6618619967
SAN DIEGO HEALTH ALLIANCE,1560 CAPALINA RD,San Marcos,California,92069-1288,1/1/2020,7607442104
METRO TREATMENT OF MO LP,9733 SAINT CHARLES ROCK RD,Breckenridge Hills,Missouri,63114-2625,3/10/2023,3144237030
"METRO TREATMENT OF FLORIDA, LP","555 S ANDREWS AVE, STE 100",Pompano Beach,Florida,33069-3593,1/1/2020,9547829774
METRO TREATMENT OF FLORIDA LP,1507A N JOHN YOUNG PKWY,Kissimmee,Florida,34741-3214,1/1/2020,4079338331
"NEW ERA REHABILITATION CENTER,INC",311 EAST ST,New Haven,Connecticut,06511-5838,7/6/2021,2033440025
DUKE CITY RECOVERY TOOLBOX LLC,912 1ST ST NW,Albuquerque,New Mexico,87102-2355,1/8/2020,5052249777
IJEGBA COMMUNITY INC,1950 E 75TH ST,Chicago,Illinois,60649-3633,1/2/2020,7736848422
COMMUNITY MEDICAL SERVICES MONTANA,8707 JACKRABBIT LN,Belgrade,Montana,59714-8995,1/1/2020,4064047900
SUNRISE DETOX ORLANDO LLC,2431 WEST SAND LAKE RD,Orlando,Florida,32809-7641,5/4/2023,4078576117
"SUNRISE TREATMENT CENTER, LLC",25 WHITNEY DR,Milford,Ohio,45150-8400,1/1/2020,5139414999
"PINNACLE TREATMENT CENTERS OH-XII,",1036 CLEVELAND RD,Sandusky,Ohio,44870-4034,1/1/2022,4195040068
BEL AIR RECOVERY CENTER LLC,2014 S TOLLGATE RD,Bel Air,Maryland,21015-5906,12/3/2022,4434020612
ATS AT JHBMC MFL BLDG,5200 EASTERN AVE,Baltimore,Maryland,21224-2734,1/1/2022,4105500004
HARRINGTON MEMORIAL HOSPITAL INC,340 THOMPSON RD,Webster,Massachusetts,01570-1509,11/3/2021,5089498981
THE CENTER FOR THERAPEUTIC INTERVEN,7477 E 46TH PL,Tulsa,Oklahoma,74145-6305,1/7/2020,9183840002x302
WESTERN PACIFIC MED-CORP,45335 SIERRA HWY,Lancaster,California,93534-1611,1/1/2020,6619498599
NEW DIRECTIONS TREATMENT SERVICES,2442 BRODHEAD RD,Bethlehem,Pennsylvania,18020-8910,1/1/2020,6107588011
FAMILY GUIDANCE CENTERS INC,751 AURORA AVE,Aurora,Illinois,60505-2155,4/1/2020,2246597030
COASTAL HORIZONS CENTER INC,615 SHIPYARD BLVD,Wilmington,North Carolina,28412-6431,1/22/2020,9103430145
PINNACLE TREATMENT CENTERS PA-I LLC,729 ENSIGN AVE,Pittsburgh,Pennsylvania,15226-1105,1/1/2020,4124886360
ALBUQUERQUE TREATMENT SERVICES LLC,123 MADIERA ST SE,Albuquerque,New Mexico,87108-2963,3/10/2020,5052621538
CENTER FOR BEHAVIORAL HEALTH PHOENI,1501 E WASHINGTON ST,Phoenix,Arizona,85034-1177,1/1/2020,6022536553
HEALTHCARE ALTERNATIVE SYSTEMS INC,4734 W CHICAGO AVE,Chicago,Illinois,60651-3322,1/15/2020,3129480200
VALHALLA PLACE LLC,2807 BROOKDALE DR,Brooklyn Park,Minnesota,55444-1844,1/1/2020,7632379898
RIVERSIDE TREATMENT SERVICES LLC,8359 PULASKI HIGHWAY,Rosedale,Maryland,21237-2948,4/28/2020,4436915358
WHEELING TREATMENT CENTER,40 ORRS LN,Triadelphia,West Virginia,26059-1455,1/1/2020,3045479197
CONNECTIONS ACCESS LLC,3333 N 7TH AVE,Phoenix,Arizona,85013-4108,1/7/2020,6027533360
VICTORY CLINICAL BATTLE CREEK LLC,842 COLUMBIA AVE E,Battle Creek,Michigan,49014-5449,3/18/2020,2697531710
SOUTH AMBOY HEALTH CENTER LLC,1 MAIN ST,South Amboy,New Jersey,08879-1142,7/20/2021,7329521500
BRONXCARE HEALTH SYSTEM,1276 FULTON AVE,Bronx,New York,10456-3402,3/1/2020,7189927669
NEW BRUNSWICK COUNSELING CENTER,320 SUYDAM ST,New Brunswick,New Jersey,08901-2417,4/15/2020,7322464025x220
ADDICTION RESEARCH AND TREATMENT IN,11682 ATLANTIC AVE,Lynwood,California,90262-3832,1/1/2020,3105375883
CRC HEALTH OREGON LLC,324 NW DAVIS ST,Portland,Oregon,97209-3925,1/1/2020,5032262203
MILWAUKEE HEALTH SERVICES SYSTEM LL,5109 WORLD DAIRY DR,Madison,Wisconsin,53718-3807,1/1/2020,6082420220
METROPOLITAN REHABILITATION INC,21700 GREENFIELD RD,Oak Park,Michigan,48237-2532,1/1/2020,2489674310
BAART PROGRAMS TURK STREET,433 TURK ST,San Francisco,California,94102-3329,1/1/2020,4159287800
"VIRGINIA TREATMENT CENTER, INC.",3208 HERSHBERGER RD NW,Roanoke,Virginia,24017-1842,1/1/2020,5403665248
NUWAY COMMUNITY SERVICES INC,110 E 79TH ST,Chicago,Illinois,60619-2302,8/14/2020,7737232790
WCHS INC,9500 FRONT ST S,Lakewood,Washington,98499-9415,1/1/2020,2535843996
"INTENSIVE TREATMENT SYSTEMS, LLC",19401 N CAVE CREEK RD,Phoenix,Arizona,85024-1825,1/1/2020,6029960099
MARS S A LLC,437 MCCARTY RD,San Antonio,Texas,78216-4445,1/1/2020,2103141934
CENTER FOR BEHAVIORAL HEALTH IDAHO,2275 S EAGLE RD,Meridian,Idaho,83642-5079,1/1/2020,2082880649
CFSATC INC,3181 DAVIE BLVD,Fort Lauderdale,Florida,33312-2728,1/1/2020,9545331670
COMMUNITY MEDICAL SERVICES CACTUS,2806 W CACTUS RD,Phoenix,Arizona,85029-3364,1/1/2020,6026074700
BAYMARK HEALTH SERVICES OF OHIO,45 LAZELLE RD,Columbus,Ohio,43235-1429,10/1/2020,6145027646
BAYMARK HEALTH SERVICES OF LOUISIAN,2116 NORTH BOLTON AVE,Alexandria,Louisiana,71303-4405,7/7/2020,3184451250
CRC HEALTH OREGON LLC,213 WATER AVE NW,Albany,Oregon,97321-2298,1/1/2020,5413712080
COMMUNITY MEDICAL SERVICES,3333 N 7TH AVE,Phoenix,Arizona,85013-4108,1/1/2020,6027533360
"WCHS, INC",3240 NORTHWEST AVE,Bellingham,Washington,98225-1318,1/1/2020,3604505025
CENTER FOR BEHAVIORAL HEALTH PA LLC,1391 WASHINGTON BLVD,Pittsburgh,Pennsylvania,15206-1801,1/1/2020,4126619222
"ASPIRE HEALTH PARTNERS, INC.",100 COLUMBIA ST,Orlando,Florida,32806-1006,1/1/2020,4078753700
CENTER FOR BEHAVIORAL HEALTH HA LLC,1914 MERCER AVE,Farrell,Pennsylvania,16121-2505,1/1/2020,7249819815
WEST TEXAS COUNSELLING AND REHABILI,2300 LINE AVE,Amarillo,Texas,79106-6636,1/1/2020,8063730922
METRO TREATMENT OF MARYLAND LP,16110 EVERLY RD,Hagerstown,Maryland,21740-2384,1/1/2020,3017140837
ALTERNATIVES FOR LIFE TREATMENT & R,5360 I 55 N,Jackson,Mississippi,39211-4055,1/1/2020,6013623131
CRC RECOVERY INC,5005 BOWLING ST SW STE C,Cedar Rapids,Iowa,52404-5070,1/1/2020,3195313824
LIFES SECOND CHANCE TREATMENT CENTE,2615 S LANCASTER RD,Dallas,Texas,75216-3112,2/19/2020,2143767388
ARS OF ABERDEEN LLC,24-26 W BEL AIR AVENUE,Aberdeen,Maryland,21001-3235,1/1/2020,4102720230
DISCOVERY HOUSE CC LLC,920 CENTURY DR,Mechanicsburg,Pennsylvania,17055-8417,1/1/2020,7177666974
COLORADO TREATMENT SERVICES LLC,275 WEST ABRIENDO AVE,Pueblo,Colorado,81004-1870,6/13/2020,7196211929
CLEAR SKYE MEDICAL HOLDINGS LLC,1035 MEDICAL RIDGE RD,Clinton,South Carolina,29325-4542,1/1/2020,8645472089
BHG GRAND BAY TREATMENT CENTER,12271 INTERCHANGE DRIVE,Grand Bay,Alabama,36541,2/4/2020,2518650123
"TREATMENT ASSOCIATES, INC.",7225 E SOUTHGATE DR,Sacramento,California,95823-2651,1/1/2020,9163941000
"FOUNDATIONS MEDICAL SERVICES, LLC",160 HINDMAN RD,Butler,Pennsylvania,16001-2417,7/1/2021,7244312006
EVERGREEN TREATMENT SERVICES,1718 AIRPORT WAY S,Seattle,Washington,98134,1/1/2020,2062233644
NEW SEASON 270-273 TREATMENT CENTER,1050 N WESTMORELAND RD,Dallas,Texas,75211-2458,1/1/2020,2149465540
MERAKEY PARKSIDE RECOVERY,5000 PARKSIDE AVE,Philadelphia,Pennsylvania,19131-4714,8/7/2020,2158796116
EL DORADO TEXAS COMMUNITY SERVICE C,1213 DURHAM DR,Houston,Texas,77007-5409,1/1/2020,7136369138
"WCHS, INC.",3230 C ST,Anchorage,Alaska,99503-3918,1/1/2020,9078659653
"BHG XXXIX, LLC",410 UNIVERSITY PKWY,Aiken,South Carolina,29801-6834,1/1/2020,8036416911
TRENTON HEALTHCARE LLC,801 NEW YORK AVE,Trenton,New Jersey,08638-3913,1/1/2020,6093938000
SUMTER TREATMENT SPECIALISTS LLC,1031 BROAD ST,Sumter,South Carolina,29150-2504,4/17/2021,8038480035
AEGIS TREATMENT CENTERS LLC,4129 STATE ST,Santa Barbara,California,93110-1848,1/1/2020,8059644795
MCLEOD ADDICTIVE DISEASE CENTER INC,549 COX RD,Gastonia,North Carolina,28054-0628,1/4/2020,7048651558
FIRST CLASS GROUP INC,6311 FULTON ST,Houston,Texas,77022-5905,1/1/2020,7136948100
"THE LENNARD CLINIC, INC",461 FRELINGHUYSEN AVE,Newark,New Jersey,07114-1404,1/1/2020,9735962850x264
"STARTING POINT OF FLORENCE, INC",1341 N CASHUA DR,Florence,South Carolina,29501-6939,1/1/2020,8008056989
THE LIFE CHANGE CENTER,1201 N STEWART ST,Carson City,Nevada,89706-3004,1/1/2020,7754995534
BAYMARK HEALTH SERVICES OF NORTH CA,7540 HIGHWAY 64 W,Brasstown,North Carolina,28902-8079,1/1/2020,8288375335
ORLEANS HEALTH LLC,2323 ORLEANS ST,Baltimore,Maryland,21224-1020,9/19/2022,4107799909
DISCOVERY HOUSE OF CENTRAL MAINE IN,40 AIRPORT RD,Waterville,Maine,04901-4524,1/1/2020,2078727272
BAART BEHAVIORAL HEALTH SERVICES IN,3103 E CARTWRIGHT AVE,Fresno,California,93725-9385,1/1/2020,5594987100
BAART BEHAVIORAL HEALTH SERVICES IN,4920 AVALON BLVD,Los Angeles,California,90011-4004,1/1/2020,3232355035
AEGIS TREATMENT CENTERS LLC,1839 S EL DORADO ST,Stockton,California,95206-2025,1/1/2020,2094630872
ARS OF RIO GRANDE LLC,1200 ROUTE 9 S,Cape May Court House,New Jersey,08210-2711,1/1/2020,6094630500
SOUTHERN OKLAHOMA TREATMENT SERVICE,5912 US HWY 70 EAST,Mead,Oklahoma,73449-5021,1/1/2020,5807459083
THERAPEUTIC HEALTH SERVICES,9930 EVERGREEN WAY,Everett,Washington,98204-3889,3/27/2023,4253475121
WEST COUNTY MEDICAL CLINIC,100 E MARKET ST,Long Beach,California,90805-5924,1/1/2020,6612546630x1007
MCLEOD ADDICTIVE DISEASE CENTER INC,117 W MEDICAL CT,Marion,North Carolina,28752-5564,1/4/2020,8286593966
JOHNSTON RECOVERY SERVICES,1699 OLD US 70 HWY W,Clayton,North Carolina,27520-6566,1/1/2020,9196120562
KENSINGTON HOSPITAL,2100 N FRONT ST,Philadelphia,Pennsylvania,19122-1705,1/1/2023,2154268100
MEDMARK TREATMENT CENTERS OF ALABAM,118 E CHOCCOLOCCO ST,Oxford,Alabama,36203-1222,1/1/2020,2568314601
EVEXIA HEALTH SERVICES HEMET,601 E FLORIDA AVE,Hemet,California,92543-4335,1/1/2020,9513911470
SYMETRIA HEALTH OF TEXAS LLC,17347 VILLAGE GREEN DR,Jersey Village,Texas,77040-1164,9/10/2021,2816683510
PINNACLE TREATMENT CENTERS NJ-III L,250 S BROADWAY,Pennsville,New Jersey,08070-2700,1/1/2020,8567596073
ANNE ARUNDEL COUNTY,122 N LANGLEY RD,Glen Burnie,Maryland,21060-6531,1/2/2020,4102220100
"THE GUIDANCE CENTER OF WESTCHESTER,",20 SICKLES AVE,New Rochelle,New York,10801-4030,1/1/2020,9146130700x7201
WEST TEXAS COUNSELING & REHABILITAT,1116 W PIONEER DR,Irving,Texas,75061-7260,8/23/2020,9722539370
AEGIS TREATMENT CENTERS LLC,1133 COLOMA WAY,Roseville,California,95661-4480,1/1/2020,9167746647
AMERICAN HEALTH SERVICES LLC,2720 EAST PALMDALE BLVD,Palmdale,California,93550-4930,1/27/2020,6619473333
AMERICAN HEALTH SERVICES LLC,21505 NORWALK BLVD,Hawaiian Gardens,California,90716-1121,1/27/2020,5629167581
NEW SEASON 270-271 TREATMENT CENTER,3701 W COMMERCE ST,San Antonio,Texas,78207-3611,1/1/2020,2104340531
METRO TREATMENT OF NEW HAMPSHIRE LP,1076 W SWANZEY RD,Swanzey,New Hampshire,03446-3219,1/1/2020,6033580050
VICTORY CLINICAL SERVICES LANSING,4902 S CEDAR ST,Lansing,Michigan,48910-5474,1/1/2020,5173947867
CFSATC INC,1302 N LAWNWOOD CIR STE B,Fort Pierce,Florida,34950-4806,1/1/2020,7724686800
SIOUX FALLS TREATMENT CENTER,2519 W 8TH ST,Sioux Falls,South Dakota,57104-5606,12/22/2021,6053323236
"FAYETTE TREATMENT CENTER, LLC",2695 E ROY FURMAN HIGHWAY,Carmichaels,Pennsylvania,15320-2434,5/21/2020,7249665000
"COLUMN HEALTH, LLC",401 HIGHLAND AVE,Somerville,Massachusetts,02144-2516,8/23/2022,3393687696
"COLUMN HEALTH, LLC",7 RAILROAD AVE,Attleboro,Massachusetts,02703-2908,8/23/2022,3393687696
"HABIT OPCO, LLC",16 TOWN CRIER DR,Brattleboro,Vermont,05301-8669,1/1/2020,8022584623
"PINNACLE TREATMENT CENTERS PA-VIII,",15 ARENTZEN BLVD,Charleroi,Pennsylvania,15022-1060,1/1/2020,7245651310
"METRO TREATMENT OF MISSISSIPPI, LP",8900 DELTA BLUFF CV,Walls,Mississippi,38680-4400,1/1/2020,6625104660
"RECOVERY NETWORK OF PROGRAMS, INC",1862 COMMERCE DR,Bridgeport,Connecticut,06605-2230,1/1/2020,2033352173
"RECOVERY NETWORK OF PROGRAMS, INC",2 RESEARCH DR,Stratford,Connecticut,06615-7126,1/1/2020,2033868802
WESTERN PACIFIC RE-HAB,45335 SIERRA HWY,Lancaster,California,93534-1611,1/1/2020,6619498599
EVA MAE RECOVERY HOPE INC.,6614 S HALSTED ST,Chicago,Illinois,60621-2090,1/1/2020,7739526861
WESTERN PACIFIC RE-HAB,9462 VAN NUYS BLVD,Panorama City,California,91402-1310,1/1/2020,8188918555
PSYCHOLOGICAL ADDICTION SERVICES LL,3113 E WASHINGTON AVE,Madison,Wisconsin,53704-4330,6/15/2022,6084165777
GREAT HEIGHTS OTP,315 E MCKINLEY RD,Ottawa,Illinois,61350-4805,1/1/2020,8154340228
INTERIOR AIDS ASSOCIATION,710 3RD AVE,Fairbanks,Alaska,99701-4455,1/1/2020,9074524222
MERAKEY PARKSIDE RECOVERY,5429 GERMANTOWN AVE,Philadelphia,Pennsylvania,19144-2223,8/7/2020,2157540240
WEST TEXAS COUNSELING AND REHABILIT,1808 MARKET CTR,Dallas,Texas,75207-3315,1/1/2020,2146307146
PEER SERVICES INC,906 DAVIS ST,Evanston,Illinois,60201-3608,1/1/2020,8474921778
WICHITA TREATMENT INC,939 N MAIN ST,Wichita,Kansas,67203-3608,1/1/2020,3162638807
VOCATIONAL INSTRUCTION PROJECT COMM,770 E 176TH ST,Bronx,New York,10460-4617,1/1/2020,7185835150x8345
AMERICAN HEALTH SERVICES LLC,5015 W PICO BLVD,Los Angeles,California,90019-4127,1/27/2020,3236531677
"ALTERNATIVES IN TREATMENT, LLC",5408 EAST AVE,West Palm Beach,Florida,33407-2344,2/9/2021,5614041749
VALHALLA PLACE LLC,6043 HUDSON RD,Woodbury,Minnesota,55125-1033,1/1/2020,6519258200
RHJ MEDICAL CENTER VANDERGRIFT LLC,2994 RIVER RD,Vandergrift,Pennsylvania,15690-6053,1/1/2021,7246969600x2
RENAISSANCE RECOVERY GROUP INC,601 BOMBAY LN,Roswell,Georgia,30076-5828,1/1/2020,7707544674
VALHALLA PLACE BRAINERD LLC,2215 S 6TH ST,Brainerd,Minnesota,56401-5549,1/1/2020,2184541010
CROSS ROADS RECOVERY CENTER INC,5552 S HAMPTON RD,Dallas,Texas,75232-2202,7/26/2022,2143393181
BAART BEHAVIORAL HEALTH SERVICES IN,242 S MAIN ST,Saint Albans,Vermont,05478-1801,1/1/2020,8023703545
LEXINGTON TREATMENT SPECIALISTS LLC,185 LOTT CT,West Columbia,South Carolina,29169-3051,1/4/2020,8037194050
BAYMARK HEALTH SERVICES OF COLORADO,5 SOUTH 1ST AVE,Brighton,Colorado,80601-1603,6/26/2020,7209096008
TEXAS TREATMENT SERVICES LLC,621 LONDONDERRY LN,Denton,Texas,76205-7792,4/2/2020,9404830644
BAYMARK HEALTH SERVICES OF LOUISIAN,615 PRIDE DR,Hammond,Louisiana,70401-9523,7/7/2020,9854191666
BAYMARK HEALTH SERVICES OF OHIO,1809 E MAIN ST,Columbus,Ohio,43205-2207,10/1/2020,6145027022
AMERICAN HEALTH SERVICES LLC,6265 SEPULVEDA BLVD,Van Nuys,California,91411-1126,1/27/2020,8187790555
NORTHEAST LIFE SKILLS ASSOCIATES IN,121 HOWE AVE,Passaic,New Jersey,07055-4013,1/1/2020,9737772962x102
BESTSELF BEHAVIORAL HEALTH,3176 ABBOTT RD,Orchard Park,New York,14127-1069,4/1/2020,7168222117
METRO TREATMENT OF NEW HAMPSHIRE LP,228 MAPLE ST,Manchester,New Hampshire,03103-5500,1/1/2020,6036225005
COLUMBIA METRO TREATMENT CENTER,560 CHRIS DR,West Columbia,South Carolina,29169-4669,1/1/2020,8037919422
DRD MANAGEMENT INC,2534 CAMPBELL ST,Kansas City,Missouri,64108-2730,1/1/2020,8162833877
EL DORADO TEXAS COMMUNITY SERVICE C,5510 N CAGE BLVD,Pharr,Texas,78577-1813,1/1/2020,9567873544
"METRO TREATMENT OF FLORIDA, LP",1415 HOMESTEAD RD N,Lehigh Acres,Florida,33936-4830,1/1/2020,2394918092
THERAPEUTICS LLC,1010 E WEST MAPLE RD,Walled Lake,Michigan,48390-3571,5/5/2020,2482526832
LIMESTONE HEALTH LLC,2100 S LIBERTY DR,Bloomington,Indiana,47403-5147,3/1/2020,8127276700
ADAPT,548 SE JACKSON ST,Roseburg,Oregon,97470-4983,1/1/2020,5416732770
CRC HEALTH TREATMENT CLINICS LLC,4553 WATKINS ST,Pace,Florida,32571-2511,1/1/2020,8508002772
NEW HOPE TREATMENT CENTER OF TENNES,135 FOX AND HOUND WAY,Newport,Tennessee,37821-8074,1/14/2022,4235328105
"GLASS HEALTH PROGRAMS, INC",821 N EUTAW ST,Baltimore,Maryland,21201-6301,8/17/2022,4102259185
CORNELL SCOTT HILL HEALTH CORPORATI,121 WAKELEE AVE,Ansonia,Connecticut,06401-1198,1/1/2020,2035033650
CORNELL SCOTT HILL HEALTH CORPORATI,232 CEDAR ST,New Haven,Connecticut,06519-1610,1/1/2020,2035033300
BAART BEHAVIORAL HEALTH SERVICES IN,475 UNION ST,Newport,Vermont,05855-5499,1/1/2020,8023340110
COUNTY OF SANTA CLARA,2425 ENBORG LN,San Jose,California,95128-2648,7/6/2020,4088855400
ADDICTION RESEARCH AND TREATMENT IN,1926 BEVERLY BLVD,Los Angeles,California,90057-2402,1/1/2020,2133531140
RAINBOW CENTER OF MICHIGAN INC,12501 HAMILTON AVE,Highland Park,Michigan,48203-3243,1/1/2020,3138651580
BAART BEHAVIORAL HEALTH SERVICES IN,1124 INTERNATIONAL BLVD,Oakland,California,94606-4331,1/1/2020,5105330800
MERRIMACK RIVER MEDICAL SERVICES,2300 CONGRESS ST,Portland,Maine,04102-1908,1/1/2020,2072212292
RECOVERY SERVICES OF NEW MEXICO,2443 STATE HIGHWAY 47,Belen,New Mexico,87002-5930,5/23/2020,5058612066
VANCE RECOVERY PC,510 DABNEY DR,Henderson,North Carolina,27536-3946,1/1/2020,2525722625
BAART BEHAVIORAL HEALTH SERVICES IN,1701 ZONAL AVE,Los Angeles,California,90033-1065,1/1/2020,3232236298
ELITE TREATMENT CENTER,395 W LINCOLN HWY,Chicago Heights,Illinois,60411-2442,2/29/2020,7087555117
"PITTARD CLINIC, LLC",1654 FALLS RD,Toccoa,Georgia,30577-2411,5/12/2020,7068864420
COMMUNITY HEALTH CARE INC,130 SOUTHAMPTON RD,Westfield,Massachusetts,01085-1370,1/1/2020,4135686600
COMMUNITY HEALTH CARE INC,170 MORTON ST,Jamaica Plain,Massachusetts,02130-3735,1/1/2020,6175413670
COMMUNITY HEALTH CARE INC,172 NEWBURY ST,Peabody,Massachusetts,01960-2405,1/1/2020,9785359190
COMMUNITY HEALTH CARE INC,175 CRESCENT AVE,Chelsea,Massachusetts,02150-3009,1/1/2020,6178898779
COMMUNITY HEALTH CARE INC,23 N MAIN ST,Attleboro,Massachusetts,02703-2217,1/1/2020,5083428041
COMMUNITY HEALTH CARE INC,441 PLEASANT ST,Northampton,Massachusetts,01060-2576,1/1/2020,4135842404
COMMUNITY HEALTH CARE INC,50 MILES ST,Greenfield,Massachusetts,01301-3241,1/1/2020,4137743321
COMMUNITY HEALTH CARE INC,628 CENTER ST,Chicopee,Massachusetts,01013-1589,1/1/2020,4137460051
COMMUNITY HEALTH CARE INC,8 KILBURN ST,New Bedford,Massachusetts,02740-7321,1/1/2020,5089791122
COMMUNITY HEALTH CARE INC,9 FORBES RD,Woburn,Massachusetts,01801-2103,1/1/2020,7818386757
CENTER FOR BEHAVIORAL HEALTH ME INC,400 WESTERN AVE,South Portland,Maine,04106-1704,1/1/2020,2077747111
THE LIFE CHANGE CENTER,130 VINE ST,Reno,Nevada,89503-5546,1/1/2020,7754995534x1006
EVERGREEN TREATMENT SERVICES,1740 AIRPORT WAY S,Seattle,Washington,98134-1618,1/1/2020,2062233644
"MONTGOMERY RECOVERY SERVICES, INC.",14636 ROTHGEB DR,Rockville,Maryland,20850-5394,1/1/2020,3017625300
VICTORY CLINICAL SERVICES IV LLC,508 SHATTUCK RD,Saginaw,Michigan,48604-2329,1/1/2020,9897527867
WESTERN PACIFIC RE-HAB,218 E COMMONWEALTH AVE,Fullerton,California,92832-1911,1/1/2020,7149924770
COMMUNITY MEDICAL SERVICES ARIZONA-,2001 W ORANGE GROVE RD,Tucson,Arizona,85704-1100,1/1/2020,5207753500
MATHERS RECOVERY LLC,101 TOWNE CENTRE LN,Fox Lake,Illinois,60020-1801,1/1/2020,2249083005
BHG CHESAPEAKE SOUTH TREATMENT CENT,109 WIMBLEDON SQ,Chesapeake,Virginia,23320-4945,1/1/2020,7574108244
"RECOVERY CONCEPTS URBANA, LLC",710 W KILLARNEY ST,Urbana,Illinois,61801-1015,12/15/2021,2176007165
BAYMARK HEALTH SERVICES OF LOUISIAN,128 WOODLAND DRIVE,Laplace,Louisiana,70068-5939,7/7/2020,9856513777
MYRTLE BEACH TREATMENT SPECIALISTS,1607 EXECUTIVE AVE,Myrtle Beach,South Carolina,29577-6501,10/3/2022,8437127316
DENVER RECOVERY GROUP LLC,130 N PARK AVE,Montrose,Colorado,81401-3756,1/1/2020,7206160049
NARCOTIC DRUG TREATMENT CENTER INC,1015 E 6TH AVE,Anchorage,Alaska,99501-2748,1/1/2020,9072766430
CRC HEALTH OREGON LLC,6601 NE 78TH CT,Portland,Oregon,97218-2823,1/1/2020,5032523949
SOUTHERN INDIANA TREATMENT CENTER L,7509 CHARLESTOWN PIKE,Charlestown,Indiana,47111-9623,1/1/2020,8122564686
ELDORADO COMMUNITY SERVICE CENTER,1733 EUCLID AVE,San Diego,California,92105-5414,2/12/2020,6192630433
TEXAS TREATMENT SERVICES LLC,4801 BRENTWOOD STAIR RD,Fort Worth,Texas,76103-1731,4/2/2020,8174929383
DENIVER RECOVERY GROUP LLC,2822 E COLFAX AVE,Denver,Colorado,80206-1507,1/1/2020,3039532299
CROSSROADS TREATMENT CENTER OF CAL,367 RICHARDSON RD SE,Calhoun,Georgia,30701-3619,1/1/2020,8008056989
BHG XLVI LLC,1320 GOOD HOPE RD SE,Washington,District of Columbia,20020,1/1/2020,2026101886
RELIANCE TREATMENT CENTER OF STATE,201 DONEHOO ST,Statesboro,Georgia,30458-5120,1/1/2020,9124897827
BHG XLI LLC,3322 WESTERN BRANCH BLVD,Chesapeake,Virginia,23321-5142,1/1/2020,7576733644
BHG GLEN ALLEN TREATMENT CENTER,13100 MOUNTAIN RD,Glen Allen,Virginia,23059-1734,1/1/2020,8045100556
EDGEWATER SYSTEMS FOR BALANCED LIVI,1110 W 5TH AVE,Gary,Indiana,46402-1723,2/23/2020,2198854264
AEGIS TREATMENT CENTERS LLC,1768 MITCHELL RD,Ceres,California,95307-2156,1/1/2020,2093534838
AMERICAN ADDICTION TREATMENT CENTER,5583 MOORETOWN RD,Williamsburg,Virginia,23188-2111,1/1/2020,7575857611
PREMIER CARE OF OHIO LLC,2020 CARNEGIE AVE,Cleveland,Ohio,44115-2337,1/1/2020,2168599500
TURNING POINT CLINIC,2401 E NORTH AVE,Baltimore,Maryland,21213-1517,1/1/2020,4106752113x185
WESTERN PACIFIC MED-CORP,10751 DALE AVE,Stanton,California,90680-2604,1/1/2020,7148215311
COMMUNITY MEDICAL SERVICES ARIZONA-,3825 N 24TH ST,Phoenix,Arizona,85016-6512,1/1/2020,6029557997
